% Model,main.mph
% Version,COMSOL 5.3.1.275
% Date,"Aug 24 2019, 07:38"
% Table,no_soil_adsorption {tbl10} - 
% Time (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads/c (1),alpha_ck (1),n_ck (ug/s),c_soil (ug/m^3),u_ck (cm/h),Pe (1)
1.67496561112297,-5.40505875074892,3.107814592285855E-4,8.166715185608767,0.011328810724704886,0,0,0,0.025596639235543926,0.00452699276559197,672.6284858316236,1.5804229841005144,0.008237396103863844
1.7505945927323232,-5.506120482046185,3.1380696904528295E-4,8.246219532571944,0.011440004765836972,0,0,0,0.025616506155920496,0.00457142590442835,673.1505487652786,1.6106019100442472,0.008409749283943297
1.8262235743416766,-5.620272121976439,3.17301595953059E-4,8.338051338454482,0.01156840241383295,0,0,0,0.025640108091922832,0.004622733604567542,673.7707604395473,1.6448239363748098,0.008605913795693169
1.9774815375603827,-5.888138691277759,3.256945766946675E-4,8.558602086382471,0.011876361269718607,0,0,0,0.025697145401814555,0.004745793963379447,675.2695868688827,1.7254269326505975,0.00907133301280469
2.128739500779089,-6.208168909735136,3.36089466608169E-4,8.831759003529465,0.012257995066029639,0,0,0,0.02577059966193311,0.004898294828385333,677.1998179162784,1.820753572293044,0.009627211117823886
2.279997463997795,-6.578278241200053,3.486367430117667E-4,9.161476332863204,0.012718676696277681,0,0,0,0.025862206394347474,0.005082383207832446,679.607059630662,1.9307097608824322,0.010276102983985283
2.5825133904352073,-7.45351568558929,3.8031371481452454E-4,9.993883797896075,0.013882622881836048,0,0,0,0.026101023174313415,0.005547496103581559,685.8826869746073,2.189384487154296,0.011835462170885132
2.854777724228879,-8.365381880469181,4.162547486599398E-4,10.938342285285895,0.015203733793110831,0,0,0,0.02637375546946903,0.006075412023726952,693.0495462267075,2.4575784939118197,0.013503472799316768
3.099815624643183,-9.252511278217877,4.5412423528124433E-4,11.933476654720536,0.016596263720235687,0,0,0,0.026657508527108995,0.0066318669826060305,700.5060090753701,2.7175884382146682,0.01517255696791798
3.3448535250574873,-10.16816462722803,4.964698698002554E-4,13.046235238611109,0.018151060841039894,0,0,0,0.026965047483200607,0.007253163912079378,708.5875177635448,2.9861114451610757,0.01695473884881713
3.5898914254717913,-11.077387506499011,5.416989090683846E-4,14.234763932499007,0.019810551916535274,0,0,0,0.02728472667728236,0.007916296545847317,716.9880476256258,3.2511323167485533,0.018773871851543562
3.8349293258860957,-11.9455980686534,5.87060964680274E-4,15.426788029868236,0.02149520347762298,0,0,0,0.02760804003947735,0.008589483309657949,725.4840761573857,3.5018663254952735,0.020535001383543333
4.034761128379685,-12.600794685436853,6.239868251444235E-4,16.397125791145157,0.022853543328837458,0,0,0,0.027862214125822942,0.009132275914203241,732.1632627983755,3.6913814350874103,0.021911685087246367
4.203281010016958,-13.104048582116976,6.537769848551897E-4,17.179951608024673,0.02394997522568788,0,0,0,0.028066563281143188,0.00957041010018466,737.5331499018803,3.836684549883073,0.02298831877743191
4.349045614866612,-13.496526002357133,6.779930713242309E-4,17.816301928258138,0.0248418467285781,0,0,0,0.02823420523649163,0.009926801952739584,741.9384452045276,3.949756425332336,0.0238382309842178
4.480233759231301,-13.812241610175835,6.981980042177777E-4,18.34724715483476,0.02558647726579116,0,0,0,0.028376821321522312,0.010224356315409916,745.6861106869633,4.040412622969684,0.02452691667013443
4.598303089159521,-14.064097630000722,7.145712811859378E-4,18.77750412700407,0.026196800761080268,0,0,0,0.028497846654821166,0.010468241584127437,748.8664143953895,4.1116667172569725,0.025066884378936182
4.716372419087741,-14.284279689579815,7.296566164369498E-4,19.173916566730167,0.026751299559119757,0,0,0,0.02861136917245685,0.010689819303824013,751.8495591138212,4.1742894328513405,0.02554992957340669
4.834441749015961,-14.472337495785355,7.430709855690984E-4,19.526419358784764,0.02724571612749449,0,0,0,0.028717331092285702,0.010887388164546553,754.6340264430829,4.227512445724435,0.025961399010327384
5.0705804088724005,-14.753502909781872,7.648546278865447E-4,20.098849911602617,0.028052181622862875,0,0,0,0.028910464747309145,0.01120965177649575,759.7091926297893,4.305781311805249,0.026564139838010502
5.30671906872884,-14.917626573378039,7.798732451147529E-4,20.493509135125475,0.028606814125046072,0,0,0,0.02907516485686865,0.011431282924368152,764.0371821087944,4.350967630892102,0.026905594798594463
5.542857728585279,-14.987425487988435,7.890541870984414E-4,20.734765928572838,0.02894803474576067,0,0,0,0.02921268991102879,0.011567634684405702,767.6510654820145,4.369243365345737,0.027035742893308727
5.778996388441718,-14.999992634005972,7.941527084502114E-4,20.868744872654652,0.029134326611221308,0,0,0,0.02932693520656804,0.011642076913843771,770.6532033581942,4.372230815903833,0.0270357156267615
6.015135048298157,-15,7.978865339067804E-4,20.966862338002368,0.029276188648695287,0,0,0,0.02942384958241286,0.011698764984018372,773.1999193266438,4.3720738497944405,0.027028359135911072
6.251273708154597,-15,8.006227399720296E-4,21.038764360984988,0.029368116315742245,0,0,0,0.02950250414843903,0.011735499279770335,775.2668040126805,4.3704493194710965,0.027002834550554994
6.487412368011036,-15,8.031525851676167E-4,21.105243633034632,0.029461397896941913,0,0,0,0.029573444254629707,0.011772774599617723,777.1309681231592,4.37051680651293,0.026992185762463997
6.959689687723915,-15,8.073084483422993E-4,21.214451405538938,0.02961287435933534,0,0,0,0.029690912874775002,0.011833304593990136,780.2178085233381,4.370537151238461,0.02697013131371524
7.4319670074367945,-15,8.10819160972216E-4,21.306705912027887,0.02974159003662718,0,0,0,0.02979022752912887,0.011884739378635954,782.8275990104484,4.370541008361075,0.02695184865821301
8.376521646862553,-15,8.161178621395723E-4,21.445945181303678,0.029935781494919066,0,0,0,0.02994035797611605,0.011962338285369387,786.7727268963772,4.3705418506365765,0.026919528226329693
9.32107628628831,-15,8.202592862663747E-4,21.55477352450779,0.030087358070033363,0,0,0,0.030056968747316587,0.01202290828478506,789.8370247419847,4.370541943474862,0.02689173574027516
